Heart_Rate_bpm,Temperature_C,Humidity_percent,Respiratory_Rate_breaths_min,Health_Status
62,39,69,27,Respiratory_Infection
65,38,57,18,Respiratory_Infection
62,40,68,19,Respiratory_Infection
81,40,49,17,Fever
56,38,48,18,Fever
79,39,53,17,Fever
88,37,66,12,Fever
80,40,83,23,Heat_Stress
70,37,55,29,Normal
81,37,72,22,Fever
73,38,78,11,Fever
84,38,71,27,Respiratory_Infection
55,38,53,20,Normal
54,38,72,23,Respiratory_Infection
76,39,66,19,Fever
85,38,66,13,Heat_Stress
74,41,40,27,Heat_Stress
56,39,79,23,Heat_Stress
55,38,47,15,Heat_Stress
95,38,43,19,Respiratory_Infection
75,37,94,19,Normal
67,39,75,29,Normal
87,36,70,26,Normal
77,36,38,20,Respiratory_Infection
46,39,79,23,Respiratory_Infection
57,40,67,25,Normal
67,40,63,25,Respiratory_Infection
82,39,56,29,Fever
71,38,78,16,Normal
89,40,70,33,Normal
72,39,77,23,Normal
62,38,69,15,Respiratory_Infection
79,38,90,22,Respiratory_Infection
66,39,52,27,Heat_Stress
86,39,78,19,Respiratory_Infection
91,37,51,11,Respiratory_Infection
59,39,95,18,Normal
74,38,73,18,Heat_Stress
74,39,71,20,Heat_Stress
90,40,69,22,Normal
59,39,66,22,Normal
61,35,55,26,Fever
60,39,74,26,Heat_Stress
65,39,81,18,Fever
76,40,63,20,Respiratory_Infection
61,38,42,21,Fever
75,38,63,26,Normal
79,39,86,31,Normal
67,40,57,21,Heat_Stress
73,39,81,20,Heat_Stress
49,40,38,25,Respiratory_Infection
76,39,55,18,Respiratory_Infection
62,40,82,13,Normal
58,40,67,23,Normal
103,39,75,13,Respiratory_Infection
61,40,49,24,Fever
62,38,71,24,Fever
82,39,69,32,Fever
53,38,68,8,Fever
80,40,78,23,Respiratory_Infection
71,37,75,23,Heat_Stress
85,39,61,18,Fever
74,38,61,17,Respiratory_Infection
57,40,107,27,Heat_Stress
39,38,68,22,Fever
54,41,66,15,Fever
74,38,39,15,Respiratory_Infection
89,39,61,28,Respiratory_Infection
75,37,67,30,Fever
60,38,63,14,Normal
84,38,85,17,Normal
59,38,75,7,Fever
66,38,82,17,Fever
89,41,103,18,Fever
72,40,56,21,Fever
66,38,71,17,Normal
69,37,87,26,Respiratory_Infection
77,37,46,17,Normal
68,37,31,15,Respiratory_Infection
62,40,79,23,Normal
78,38,85,5,Normal
48,38,57,32,Fever
75,40,66,19,Heat_Stress
66,40,93,11,Respiratory_Infection
74,39,44,27,Fever
40,40,76,19,Heat_Stress
73,41,75,31,Fever
79,38,55,27,Fever
74,37,95,29,Respiratory_Infection
87,39,77,23,Normal
52,38,71,25,Fever
70,40,38,20,Normal
68,39,88,18,Fever
39,38,63,12,Respiratory_Infection
75,39,101,11,Heat_Stress
86,40,81,18,Heat_Stress
58,43,67,23,Respiratory_Infection
73,38,73,9,Fever
71,39,41,15,Respiratory_Infection
92,37,76,19,Respiratory_Infection
65,39,55,22,Fever
71,38,59,21,Fever
53,38,82,29,Respiratory_Infection
91,39,70,19,Heat_Stress
57,40,70,20,Heat_Stress
54,39,78,23,Fever
66,39,75,30,Normal
96,38,58,21,Heat_Stress
68,39,63,22,Fever
67,37,73,17,Heat_Stress
72,38,69,18,Fever
59,37,64,21,Respiratory_Infection
81,39,67,20,Fever
69,40,72,24,Normal
76,39,78,21,Fever
66,38,48,28,Normal
57,38,87,23,Respiratory_Infection
68,39,62,19,Normal
84,38,73,20,Heat_Stress
66,39,74,21,Normal
61,39,78,18,Heat_Stress
70,40,42,26,Respiratory_Infection
74,37,50,16,Fever
72,38,75,9,Fever
63,37,62,24,Respiratory_Infection
82,38,68,15,Respiratory_Infection
78,38,76,18,Fever
76,38,52,19,Normal
80,36,91,13,Fever
52,40,98,25,Fever
52,39,41,20,Respiratory_Infection
49,39,73,14,Heat_Stress
88,37,77,27,Fever
89,39,61,15,Fever
84,37,80,19,Respiratory_Infection
83,38,66,20,Fever
66,39,100,19,Fever
84,41,55,14,Heat_Stress
43,39,59,30,Normal
60,40,54,21,Fever
77,38,79,21,Respiratory_Infection
81,39,96,14,Fever
49,39,75,20,Fever
46,39,38,14,Respiratory_Infection
87,39,49,14,Respiratory_Infection
69,39,80,18,Fever
76,37,72,16,Normal
81,38,70,13,Respiratory_Infection
66,39,63,28,Fever
57,40,57,23,Normal
91,40,80,24,Normal
56,39,56,14,Heat_Stress
67,38,65,17,Heat_Stress
50,38,52,22,Fever
78,40,59,17,Heat_Stress
59,41,42,23,Heat_Stress
75,40,64,26,Respiratory_Infection
75,40,65,17,Respiratory_Infection
59,39,93,12,Normal
78,41,71,25,Normal
63,40,60,15,Heat_Stress
83,38,67,24,Fever
73,37,70,22,Heat_Stress
60,38,67,31,Fever
48,40,78,21,Respiratory_Infection
64,39,68,31,Heat_Stress
35,37,49,19,Heat_Stress
77,39,67,18,Heat_Stress
81,40,50,24,Respiratory_Infection
58,39,93,25,Fever
71,37,75,23,Heat_Stress
81,40,64,16,Normal
73,39,67,26,Normal
72,37,83,25,Respiratory_Infection
62,39,64,12,Fever
66,38,44,11,Normal
70,37,60,12,Fever
77,38,45,28,Respiratory_Infection
77,37,79,21,Heat_Stress
61,39,89,18,Heat_Stress
78,38,78,13,Heat_Stress
58,38,85,22,Normal
68,39,45,14,Respiratory_Infection
86,39,51,21,Respiratory_Infection
83,38,67,24,Fever
72,40,91,27,Normal
56,40,58,15,Respiratory_Infection
85,40,73,15,Fever
63,38,44,18,Heat_Stress
44,36,75,22,Normal
44,38,47,14,Heat_Stress
79,39,90,24,Normal
74,41,40,27,Heat_Stress
53,40,61,13,Respiratory_Infection
77,37,79,21,Heat_Stress
76,40,96,31,Heat_Stress
61,40,85,15,Heat_Stress
86,38,69,25,Respiratory_Infection
50,38,83,20,Fever
68,38,82,17,Heat_Stress
67,39,65,24,Heat_Stress
48,37,75,21,Heat_Stress
97,36,53,19,Respiratory_Infection
50,39,86,21,Respiratory_Infection
71,39,89,20,Heat_Stress
110,38,50,16,Fever
62,39,81,16,Respiratory_Infection
50,38,52,22,Fever
47,37,50,16,Normal
71,38,73,19,Normal
59,38,39,25,Respiratory_Infection
67,37,73,17,Heat_Stress
69,37,50,15,Heat_Stress
74,39,59,11,Respiratory_Infection
76,37,73,20,Respiratory_Infection
95,40,81,15,Normal
82,37,73,24,Heat_Stress
40,38,115,25,Respiratory_Infection
82,38,54,28,Fever
67,37,76,13,Fever
81,40,68,21,Respiratory_Infection
86,41,58,14,Fever
82,37,73,24,Heat_Stress
66,38,75,20,Heat_Stress
92,37,63,23,Heat_Stress
54,37,55,9,Respiratory_Infection
75,41,100,22,Normal
68,39,60,21,Respiratory_Infection
78,39,63,21,Heat_Stress
89,39,56,21,Respiratory_Infection
75,40,76,29,Normal
58,38,72,13,Fever
61,40,62,25,Heat_Stress
73,38,77,18,Heat_Stress
58,36,91,20,Normal
62,38,76,20,Respiratory_Infection
57,38,84,16,Normal
70,38,66,11,Normal
80,40,89,27,Fever
69,39,80,18,Fever
74,38,46,23,Normal
68,39,46,22,Fever
84,39,61,20,Heat_Stress
72,39,59,20,Respiratory_Infection
78,38,87,18,Fever
64,39,28,23,Normal
76,38,71,21,Fever
75,39,91,25,Normal
66,39,88,14,Normal
69,38,59,20,Respiratory_Infection
76,39,91,28,Normal
72,38,51,15,Normal
48,39,73,21,Heat_Stress
85,40,57,28,Heat_Stress
86,40,52,17,Respiratory_Infection
60,39,81,16,Heat_Stress
57,39,55,18,Normal
79,37,62,21,Fever
92,38,58,18,Heat_Stress
83,39,85,16,Fever
50,40,62,18,Heat_Stress
48,39,85,18,Normal
76,39,61,18,Normal
62,40,42,17,Respiratory_Infection
81,40,61,21,Normal
89,39,70,13,Normal
54,36,87,15,Fever
81,38,93,24,Respiratory_Infection
63,38,58,21,Fever
88,39,47,19,Heat_Stress
86,38,86,12,Fever
82,39,72,21,Normal
70,38,65,22,Heat_Stress
40,39,53,16,Respiratory_Infection
93,37,69,21,Respiratory_Infection
98,39,67,19,Respiratory_Infection
58,38,78,12,Normal
104,38,82,25,Respiratory_Infection
91,39,70,19,Heat_Stress
77,38,82,25,Fever
52,41,82,21,Heat_Stress
69,41,68,23,Fever
45,38,58,22,Fever
67,38,65,17,Heat_Stress
90,36,45,26,Fever
84,37,70,30,Heat_Stress
90,38,73,17,Normal
88,40,51,10,Respiratory_Infection
64,38,61,18,Normal
65,37,38,20,Fever
66,39,80,20,Respiratory_Infection
54,39,71,8,Normal
67,40,63,20,Normal
64,38,88,21,Fever
60,39,37,23,Heat_Stress
83,36,56,13,Heat_Stress
77,39,60,28,Respiratory_Infection
81,38,79,22,Normal
80,40,43,24,Respiratory_Infection
70,38,55,18,Heat_Stress
49,40,83,15,Respiratory_Infection
68,39,64,18,Respiratory_Infection
80,38,60,26,Normal
54,37,54,16,Respiratory_Infection
88,38,64,23,Fever
68,37,51,22,Respiratory_Infection
85,40,57,28,Heat_Stress
82,39,69,32,Fever
85,38,66,13,Heat_Stress
67,37,76,13,Fever
81,41,74,9,Fever
80,38,92,18,Fever
76,38,84,23,Respiratory_Infection
76,40,92,14,Heat_Stress
72,39,68,23,Respiratory_Infection
75,39,61,19,Normal
47,39,78,21,Respiratory_Infection
61,38,61,31,Fever
55,39,65,10,Fever
91,37,57,20,Fever
71,38,99,9,Normal
42,39,39,22,Normal
82,35,84,16,Heat_Stress
84,39,99,19,Fever
68,39,36,24,Heat_Stress
82,39,56,25,Heat_Stress
60,38,62,22,Normal
89,40,67,10,Respiratory_Infection
93,39,95,15,Respiratory_Infection
67,38,79,13,Heat_Stress
64,39,68,31,Heat_Stress
53,36,66,15,Heat_Stress
67,38,65,17,Heat_Stress
79,39,66,19,Normal
66,40,78,24,Heat_Stress
70,39,55,24,Fever
64,38,73,31,Heat_Stress
65,37,43,20,Normal
66,38,62,18,Respiratory_Infection
59,38,122,10,Respiratory_Infection
73,40,70,18,Heat_Stress
44,39,46,28,Fever
66,39,100,19,Fever
84,38,62,16,Heat_Stress
32,40,52,15,Heat_Stress
74,38,89,12,Respiratory_Infection
64,41,102,24,Normal
71,37,53,14,Fever
87,39,82,20,Respiratory_Infection
57,38,64,13,Normal
54,41,66,15,Fever
104,38,59,23,Normal
72,38,76,22,Fever
76,39,60,22,Normal
82,38,84,11,Respiratory_Infection
89,36,62,16,Respiratory_Infection
83,36,56,13,Heat_Stress
87,38,72,25,Normal
86,39,43,21,Respiratory_Infection
67,41,97,5,Normal
62,37,103,26,Normal
66,38,50,22,Respiratory_Infection
84,39,86,22,Fever
84,40,91,15,Respiratory_Infection
87,37,70,35,Heat_Stress
77,39,68,19,Respiratory_Infection
64,40,51,14,Normal
47,38,80,19,Fever
65,39,52,21,Normal
69,41,68,23,Fever
79,37,92,31,Fever
60,39,81,18,Normal
63,37,64,12,Normal
86,38,78,18,Respiratory_Infection
71,39,77,24,Respiratory_Infection
79,38,68,10,Respiratory_Infection
77,40,56,19,Heat_Stress
75,41,67,17,Fever
69,38,65,26,Heat_Stress
81,38,63,22,Respiratory_Infection
69,39,65,23,Fever
46,38,41,27,Heat_Stress
83,41,82,10,Normal
73,39,82,26,Fever
56,38,62,15,Heat_Stress
63,38,80,20,Respiratory_Infection
76,39,66,19,Fever
66,38,73,26,Fever
94,37,54,21,Heat_Stress
77,39,67,16,Heat_Stress
67,39,67,25,Normal
56,39,76,15,Respiratory_Infection
76,39,86,18,Fever
94,39,55,17,Normal
86,37,76,14,Respiratory_Infection
74,37,77,16,Heat_Stress
87,39,85,34,Heat_Stress
85,37,105,22,Respiratory_Infection
68,38,82,17,Heat_Stress
84,38,73,30,Heat_Stress
71,40,73,30,Respiratory_Infection
59,40,66,20,Fever
94,38,81,18,Normal
83,38,72,13,Heat_Stress
110,38,50,16,Fever
71,37,68,30,Heat_Stress
40,40,76,19,Heat_Stress
92,38,58,18,Heat_Stress
62,38,71,16,Respiratory_Infection
70,39,77,22,Normal
68,39,60,21,Respiratory_Infection
54,38,59,24,Normal
73,38,73,9,Fever
66,40,97,19,Respiratory_Infection
37,38,58,28,Fever
102,38,75,16,Normal
65,37,54,11,Normal
89,39,87,25,Normal
70,39,66,15,Normal
68,38,64,17,Fever
73,38,44,19,Fever
59,38,55,17,Respiratory_Infection
54,37,86,27,Fever
80,37,59,25,Fever
68,40,51,14,Fever
70,38,81,14,Normal
73,39,72,13,Normal
85,39,40,20,Respiratory_Infection
78,41,72,1,Normal
81,37,52,2,Normal
63,38,90,20,Normal
66,40,64,29,Respiratory_Infection
80,39,87,18,Fever
77,38,61,16,Respiratory_Infection
69,39,71,17,Normal
66,39,52,27,Heat_Stress
59,41,73,8,Fever
60,38,17,24,Fever
64,40,63,17,Respiratory_Infection
78,38,53,22,Heat_Stress
84,40,94,19,Heat_Stress
74,37,79,22,Fever
72,39,80,12,Respiratory_Infection
36,40,15,22,Fever
58,39,44,23,Normal
62,39,79,22,Respiratory_Infection
44,39,52,17,Respiratory_Infection
54,41,65,27,Fever
104,37,39,24,Fever
79,39,48,18,Heat_Stress
67,38,65,27,Respiratory_Infection
89,40,89,13,Fever
82,40,69,14,Respiratory_Infection
80,37,65,25,Normal
83,40,86,15,Fever
45,38,58,21,Respiratory_Infection
58,40,54,27,Fever
106,40,56,28,Fever
49,38,78,28,Respiratory_Infection
75,39,55,22,Respiratory_Infection
75,40,66,19,Heat_Stress
64,37,74,7,Fever
94,37,78,23,Normal
86,39,48,11,Respiratory_Infection
91,39,78,16,Normal
51,38,81,24,Heat_Stress
51,39,54,20,Normal
43,38,59,21,Heat_Stress
65,39,43,14,Normal
79,37,48,16,Normal
68,37,51,22,Respiratory_Infection
61,39,66,13,Heat_Stress
44,40,81,13,Respiratory_Infection
70,39,29,25,Heat_Stress
63,39,48,8,Respiratory_Infection
74,40,90,31,Fever
77,39,82,17,Normal
66,39,57,20,Normal
49,40,64,19,Fever
82,38,68,20,Heat_Stress
85,39,40,20,Respiratory_Infection
73,39,75,5,Normal
46,39,79,23,Normal
63,40,91,21,Heat_Stress
74,37,79,22,Fever
61,38,52,20,Normal
77,38,82,25,Fever
73,39,85,18,Respiratory_Infection
93,40,68,18,Heat_Stress
65,39,58,18,Respiratory_Infection
63,40,61,20,Heat_Stress
59,41,73,8,Fever
77,38,56,13,Respiratory_Infection
103,38,78,18,Respiratory_Infection
72,39,67,13,Heat_Stress
48,37,75,21,Heat_Stress
76,36,69,18,Normal
87,37,70,35,Heat_Stress
81,38,57,11,Heat_Stress
71,39,89,25,Respiratory_Infection
63,37,46,15,Respiratory_Infection
46,38,41,27,Heat_Stress
78,38,77,31,Normal
61,39,79,16,Normal
79,38,90,22,Respiratory_Infection
71,39,50,25,Fever
79,40,79,21,Respiratory_Infection
52,38,62,16,Heat_Stress
73,39,81,20,Heat_Stress
94,37,54,21,Heat_Stress
72,39,89,18,Respiratory_Infection
47,39,107,26,Respiratory_Infection
63,39,44,21,Heat_Stress
80,38,72,14,Heat_Stress
57,40,60,22,Normal
73,39,79,24,Heat_Stress
60,40,61,9,Fever
75,40,51,22,Fever
50,39,89,19,Fever
61,40,57,20,Heat_Stress
70,40,53,12,Fever
56,39,87,23,Respiratory_Infection
77,37,88,10,Normal
64,39,64,20,Heat_Stress
82,38,68,20,Heat_Stress
51,38,81,8,Fever
70,39,86,18,Normal
61,38,76,31,Fever
80,38,51,15,Respiratory_Infection
57,39,44,26,Normal
77,38,81,21,Fever
88,38,79,25,Normal
64,35,67,20,Normal
61,40,83,10,Respiratory_Infection
76,40,58,11,Heat_Stress
94,37,54,21,Heat_Stress
77,38,81,21,Fever
80,41,56,20,Respiratory_Infection
89,36,62,16,Respiratory_Infection
75,41,66,17,Normal
75,39,63,5,Normal
68,38,72,11,Normal
54,38,72,23,Respiratory_Infection
70,37,83,23,Normal
52,41,82,21,Heat_Stress
82,39,73,13,Respiratory_Infection
85,38,73,21,Normal
55,39,69,22,Heat_Stress
72,38,63,24,Respiratory_Infection
44,39,46,28,Fever
75,37,67,30,Fever
72,40,65,31,Fever
66,39,59,10,Normal
70,39,42,17,Normal
74,39,47,19,Normal
94,38,62,9,Fever
71,39,91,19,Normal
72,37,65,16,Normal
90,39,78,13,Fever
78,39,63,21,Heat_Stress
91,39,70,19,Heat_Stress
64,38,55,22,Fever
50,39,86,21,Respiratory_Infection
68,39,31,20,Fever
66,39,51,22,Fever
70,41,74,20,Respiratory_Infection
47,40,74,32,Normal
71,40,70,27,Normal
52,39,63,12,Fever
70,38,90,26,Fever
71,40,86,22,Normal
85,38,42,28,Respiratory_Infection
68,39,64,13,Normal
93,38,70,17,Fever
80,39,50,19,Respiratory_Infection
69,39,67,14,Heat_Stress
73,40,79,20,Normal
53,38,106,13,Normal
94,39,65,28,Heat_Stress
68,39,45,16,Normal
75,40,71,21,Fever
71,38,78,15,Normal
68,39,36,24,Heat_Stress
73,39,51,21,Respiratory_Infection
71,40,71,31,Heat_Stress
93,37,50,26,Normal
83,39,59,26,Respiratory_Infection
68,37,77,12,Respiratory_Infection
67,38,72,23,Normal
40,37,53,13,Heat_Stress
62,39,85,17,Fever
52,38,99,25,Respiratory_Infection
66,40,76,14,Normal
79,39,88,14,Fever
92,39,46,9,Fever
76,38,93,18,Heat_Stress
77,39,78,16,Normal
49,38,68,13,Fever
72,39,78,27,Normal
52,39,41,20,Respiratory_Infection
52,40,74,24,Respiratory_Infection
55,38,57,20,Respiratory_Infection
57,40,70,20,Heat_Stress
70,38,84,12,Respiratory_Infection
61,39,69,19,Respiratory_Infection
33,38,87,20,Heat_Stress
79,39,48,18,Heat_Stress
56,37,86,16,Fever
85,41,33,31,Normal
86,38,64,23,Respiratory_Infection
85,37,84,32,Fever
88,40,30,19,Respiratory_Infection
63,40,66,17,Fever
64,39,52,21,Fever
71,40,71,31,Heat_Stress
78,38,63,21,Normal
72,39,60,19,Normal
72,38,50,15,Fever
81,41,74,29,Heat_Stress
43,38,65,21,Normal
67,39,88,24,Heat_Stress
49,38,104,1,Fever
53,39,66,14,Normal
54,41,64,22,Fever
116,40,62,8,Normal
89,39,62,21,Respiratory_Infection
73,41,32,16,Normal
91,40,70,28,Normal
71,37,46,18,Fever
49,39,48,19,Heat_Stress
72,40,84,18,Normal
80,38,82,15,Respiratory_Infection
62,39,72,12,Respiratory_Infection
66,39,63,14,Fever
58,38,53,22,Respiratory_Infection
64,38,100,19,Normal
46,40,98,14,Respiratory_Infection
45,40,56,25,Respiratory_Infection
89,38,56,20,Normal
67,39,63,17,Normal
38,40,60,15,Fever
54,38,75,37,Normal
51,38,53,18,Heat_Stress
72,41,75,23,Normal
74,38,62,17,Normal
64,38,78,23,Respiratory_Infection
73,39,64,10,Fever
62,39,64,12,Fever
56,38,80,31,Heat_Stress
62,41,62,24,Respiratory_Infection
79,38,93,18,Normal
84,38,69,27,Normal
81,38,97,22,Heat_Stress
66,39,67,25,Fever
34,40,80,30,Heat_Stress
67,38,68,24,Heat_Stress
65,36,83,8,Fever
83,37,42,25,Fever
68,39,48,21,Respiratory_Infection
94,39,73,23,Normal
80,37,52,11,Respiratory_Infection
65,39,56,25,Respiratory_Infection
56,37,86,16,Fever
67,39,50,25,Respiratory_Infection
84,38,73,20,Heat_Stress
95,38,66,15,Heat_Stress
61,39,53,21,Respiratory_Infection
81,42,67,16,Heat_Stress
86,39,71,24,Fever
63,38,80,21,Normal
62,39,85,17,Fever
64,40,79,21,Normal
85,39,77,22,Heat_Stress
64,38,54,31,Heat_Stress
90,41,53,15,Respiratory_Infection
83,37,68,23,Normal
79,36,46,20,Heat_Stress
63,39,44,21,Heat_Stress
79,38,66,16,Fever
79,40,51,27,Normal
79,41,74,20,Heat_Stress
93,40,68,18,Heat_Stress
45,39,78,12,Fever
95,39,56,14,Normal
58,38,56,18,Respiratory_Infection
72,40,65,31,Fever
54,38,80,22,Normal
69,40,44,15,Heat_Stress
92,38,81,21,Respiratory_Infection
92,40,88,16,Normal
57,39,88,17,Fever
56,37,84,16,Respiratory_Infection
81,41,74,29,Heat_Stress
52,38,71,25,Fever
70,39,63,20,Normal
69,38,67,26,Normal
71,39,67,9,Respiratory_Infection
74,39,45,25,Heat_Stress
71,39,71,19,Normal
67,37,52,26,Respiratory_Infection
58,39,68,18,Fever
54,38,44,19,Respiratory_Infection
80,39,61,22,Respiratory_Infection
62,39,55,11,Normal
89,40,55,24,Respiratory_Infection
90,39,78,13,Fever
68,39,63,22,Fever
59,39,47,12,Fever
62,39,111,9,Respiratory_Infection
61,39,48,16,Normal
84,38,69,14,Respiratory_Infection
58,40,44,21,Respiratory_Infection
60,40,83,12,Fever
87,39,67,28,Fever
74,38,73,18,Heat_Stress
55,38,76,12,Fever
89,37,47,18,Normal
61,39,92,20,Respiratory_Infection
64,39,88,24,Respiratory_Infection
61,37,97,15,Respiratory_Infection
63,40,61,20,Heat_Stress
71,38,59,20,Respiratory_Infection
81,38,97,22,Heat_Stress
71,38,58,22,Fever
51,41,55,14,Normal
56,39,76,15,Respiratory_Infection
59,39,90,22,Fever
67,37,60,32,Fever
80,38,92,18,Fever
86,37,81,20,Heat_Stress
92,37,84,25,Heat_Stress
68,39,54,20,Normal
56,38,63,10,Normal
55,41,50,13,Normal
89,41,103,18,Fever
84,40,94,19,Heat_Stress
51,37,96,24,Heat_Stress
77,38,82,25,Fever
66,39,53,12,Respiratory_Infection
55,39,88,22,Respiratory_Infection
84,39,79,24,Normal
80,37,52,11,Respiratory_Infection
69,39,67,14,Heat_Stress
79,36,46,20,Heat_Stress
85,39,79,14,Heat_Stress
71,40,71,31,Heat_Stress
109,36,85,16,Fever
76,39,97,15,Normal
67,38,56,19,Fever
59,41,42,23,Heat_Stress
81,37,43,13,Respiratory_Infection
43,38,70,10,Fever
85,38,32,23,Fever
41,40,79,11,Fever
82,39,60,12,Normal
68,39,81,21,Respiratory_Infection
71,37,84,30,Normal
93,38,70,17,Fever
75,38,27,19,Respiratory_Infection
87,40,75,18,Normal
35,37,49,19,Heat_Stress
45,39,78,12,Fever
40,39,53,16,Respiratory_Infection
98,39,78,23,Normal
53,36,66,15,Heat_Stress
58,41,85,25,Fever
37,41,82,17,Respiratory_Infection
46,38,41,27,Heat_Stress
50,37,57,19,Heat_Stress
52,39,82,14,Normal
68,42,65,20,Respiratory_Infection
48,38,49,14,Respiratory_Infection
53,38,82,29,Respiratory_Infection
50,39,24,21,Normal
45,38,62,22,Heat_Stress
76,37,62,20,Respiratory_Infection
55,39,65,10,Fever
52,38,87,13,Respiratory_Infection
49,39,48,19,Heat_Stress
67,38,34,17,Normal
58,40,44,21,Respiratory_Infection
104,37,81,19,Normal
77,37,79,21,Heat_Stress
77,38,80,20,Normal
50,39,66,16,Respiratory_Infection
48,39,56,15,Normal
89,40,89,13,Fever
69,39,67,14,Normal
79,40,67,18,Heat_Stress
85,39,40,20,Respiratory_Infection
84,39,61,20,Heat_Stress
59,38,60,23,Fever
84,39,87,26,Normal
90,37,50,31,Heat_Stress
66,40,78,24,Heat_Stress
60,38,65,12,Fever
39,38,68,22,Fever
86,39,56,21,Heat_Stress
76,39,78,21,Fever
69,38,51,21,Normal
62,37,86,23,Respiratory_Infection
50,37,57,19,Heat_Stress
55,37,69,15,Heat_Stress
78,38,85,23,Respiratory_Infection
58,36,111,24,Normal
87,38,70,21,Respiratory_Infection
65,38,61,20,Normal
82,39,59,18,Normal
66,39,93,20,Fever
88,37,66,12,Fever
64,38,71,18,Heat_Stress
80,38,61,15,Normal
72,39,65,32,Normal
81,38,41,25,Respiratory_Infection
61,38,51,12,Respiratory_Infection
68,39,73,18,Normal
74,37,51,8,Respiratory_Infection
70,38,55,18,Heat_Stress
67,39,65,24,Heat_Stress
81,39,54,22,Heat_Stress
50,39,86,21,Respiratory_Infection
88,37,62,14,Heat_Stress
66,39,63,26,Respiratory_Infection
64,39,60,26,Respiratory_Infection
57,40,70,28,Respiratory_Infection
40,40,51,13,Normal
64,39,53,21,Normal
67,37,58,25,Normal
64,39,68,31,Heat_Stress
47,39,100,24,Normal
49,39,73,14,Heat_Stress
79,39,71,11,Respiratory_Infection
90,40,82,28,Heat_Stress
63,39,78,27,Respiratory_Infection
97,39,90,20,Heat_Stress
85,37,78,19,Normal
92,37,63,23,Heat_Stress
68,38,82,17,Heat_Stress
54,41,51,29,Normal
62,38,75,27,Normal
70,42,84,17,Fever
58,38,72,18,Normal
50,40,62,18,Heat_Stress
82,38,50,32,Fever
89,41,103,18,Fever
78,38,76,18,Fever
86,39,43,21,Respiratory_Infection
71,38,55,14,Heat_Stress
70,40,44,13,Normal
49,39,48,19,Heat_Stress
38,40,37,22,Fever
56,39,65,12,Normal
54,39,85,12,Normal
74,38,80,22,Normal
97,39,62,21,Fever
93,36,53,20,Respiratory_Infection
